,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time,attrition pred
2304,2305.0,0,45.0,Travel_Rarely,Sales,3.0,3,Life Sciences,1.0,Male,3,Laboratory Technician,Married,35800.0,4.0,Y,20.0,8.0,1,8.0,1.0,5.0,0.0,3.0,4.0,4.0,3.0,2,4,5.980826023391812,0
2305,2306.0,0,42.0,Travel_Frequently,Human Resources,1.0,4,Technical Degree,1.0,Male,2,Manufacturing Director,Married,31620.0,2.0,Y,17.0,8.0,2,24.0,1.0,20.0,13.0,9.0,4.0,4.0,1.0,3,3,8.106577635327634,0
2306,2307.0,0,40.0,Travel_Rarely,Sales,10.0,1,Life Sciences,1.0,Female,1,Manufacturing Director,Married,65240.0,0.0,Y,13.0,8.0,1,9.0,2.0,8.0,7.0,1.0,1.0,1.0,4.0,4,3,6.295314167879675,0
2307,2308.0,0,33.0,Travel_Rarely,Research & Development,9.0,3,Medical,1.0,Female,2,Manufacturing Director,Married,28990.0,1.0,Y,17.0,8.0,0,15.0,3.0,15.0,5.0,7.0,2.0,3.0,3.0,2,3,10.623160569105687,0
2308,2309.0,0,40.0,Travel_Rarely,Sales,5.0,5,Life Sciences,1.0,Male,1,Manufacturing Director,Single,52310.0,1.0,Y,12.0,8.0,2,21.0,4.0,21.0,7.0,7.0,3.0,4.0,3.0,3,3,8.38660327339788,0
2309,2310.0,0,24.0,Travel_Rarely,Sales,10.0,2,Marketing,1.0,Male,1,Manufacturing Director,Divorced,23560.0,0.0,Y,13.0,8.0,0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,3,3,6.112486111111114,0
2310,2311.0,0,40.0,Non-Travel,Research & Development,7.0,3,Medical,1.0,Male,1,Research Scientist,Divorced,28000.0,3.0,Y,12.0,8.0,2,8.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0,2,3,8.397320127504555,0
2311,2312.0,0,45.0,Travel_Rarely,Research & Development,4.0,3,Medical,1.0,Female,3,Laboratory Technician,Divorced,118360.0,1.0,Y,22.0,8.0,0,10.0,2.0,10.0,7.0,7.0,1.0,2.0,3.0,4,4,6.563907163742691,0
2312,2313.0,0,35.0,Travel_Rarely,Research & Development,10.0,1,Life Sciences,1.0,Male,1,Healthcare Representative,Married,109030.0,0.0,Y,11.0,8.0,0,6.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0,4,3,7.803651927437641,0
2313,2314.0,0,32.0,Travel_Rarely,Research & Development,22.0,4,Medical,1.0,Male,1,Sales Executive,Married,29730.0,3.0,Y,22.0,8.0,0,12.0,0.0,7.0,2.0,5.0,4.0,2.0,3.0,4,4,7.286747538677919,0
2314,2315.0,0,36.0,Travel_Rarely,Sales,9.0,3,Marketing,1.0,Female,4,Research Scientist,Single,142750.0,3.0,Y,18.0,8.0,1,7.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0,2,3,9.097270685579195,0
2315,2316.0,0,48.0,Travel_Rarely,Research & Development,12.0,4,Medical,1.0,Male,1,Laboratory Technician,Divorced,55620.0,8.0,Y,13.0,8.0,1,18.0,2.0,8.0,7.0,7.0,3.0,3.0,3.0,3,3,7.873355696798495,0
2316,2317.0,0,29.0,Travel_Rarely,Research & Development,23.0,4,Life Sciences,1.0,Female,2,Healthcare Representative,Married,45370.0,6.0,Y,18.0,8.0,1,5.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,4,3,7.791838913148958,0
2317,2318.0,0,33.0,Travel_Rarely,Research & Development,9.0,1,Medical,1.0,Male,1,Healthcare Representative,Married,76420.0,2.0,Y,20.0,8.0,1,8.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,4,7.097097622313669,0
2318,2319.0,1,30.0,Travel_Rarely,Research & Development,1.0,3,Other,1.0,Male,3,Sales Executive,Married,179240.0,1.0,Y,13.0,8.0,2,10.0,2.0,10.0,6.0,7.0,2.0,1.0,3.0,3,3,7.396179337231971,1
2319,2320.0,0,38.0,Travel_Frequently,Sales,9.0,3,Marketing,1.0,Male,1,Manufacturing Director,Married,52040.0,3.0,Y,13.0,8.0,1,10.0,2.0,6.0,1.0,2.0,3.0,3.0,3.0,3,3,6.897724051211706,0
2320,2321.0,0,35.0,Travel_Rarely,Sales,7.0,2,Life Sciences,1.0,Male,1,Sales Executive,Single,22770.0,1.0,Y,12.0,8.0,1,3.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,3,3,6.788795487627363,0
2321,2322.0,0,30.0,Travel_Rarely,Research & Development,14.0,3,Technical Degree,1.0,Male,5,Research Director,Married,27950.0,3.0,Y,13.0,8.0,0,9.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3,3,6.514131179637786,0
2322,2323.0,1,35.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,1,Research Scientist,Divorced,25320.0,1.0,Y,13.0,8.0,0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1,3,9.681411443494774,1
2323,2324.0,1,53.0,Travel_Rarely,Research & Development,19.0,3,Life Sciences,1.0,Male,2,Manager,Married,25590.0,0.0,Y,25.0,8.0,0,34.0,2.0,33.0,1.0,9.0,3.0,4.0,3.0,3,4,6.4917369755647725,1
2324,2325.0,1,38.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,3,Sales Executive,Married,49080.0,4.0,Y,19.0,8.0,1,7.0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,2,3,7.613203551912568,1
2325,2326.0,0,32.0,Non-Travel,Research & Development,10.0,4,Life Sciences,1.0,Female,5,Research Scientist,Married,23800.0,4.0,Y,13.0,8.0,0,9.0,5.0,6.0,1.0,2.0,4.0,1.0,2.0,3,3,7.385480418943533,0
2326,2327.0,0,48.0,Travel_Rarely,Research & Development,2.0,5,Life Sciences,1.0,Male,1,Sales Executive,Married,47650.0,8.0,Y,12.0,8.0,1,10.0,4.0,8.0,7.0,6.0,3.0,1.0,2.0,3,3,7.093524154589376,0
2327,2328.0,0,34.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1.0,Male,2,Sales Executive,Single,20440.0,1.0,Y,11.0,8.0,0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,3,3,7.419126461988304,0
2328,2329.0,0,55.0,Travel_Rarely,Research & Development,11.0,1,Medical,1.0,Female,1,Laboratory Technician,Married,26930.0,1.0,Y,18.0,8.0,0,36.0,6.0,36.0,2.0,13.0,3.0,4.0,3.0,2,3,6.409076113558492,0
2329,2330.0,0,34.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,2,Research Scientist,Married,65860.0,9.0,Y,18.0,8.0,1,9.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3,3,6.112743362831861,0
2330,2331.0,0,26.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,1.0,Male,1,Research Director,Married,32940.0,1.0,Y,11.0,8.0,0,1.0,6.0,1.0,0.0,0.0,1.0,4.0,3.0,3,3,7.309532775453281,0
2331,2332.0,0,38.0,Travel_Rarely,Sales,14.0,2,Marketing,1.0,Female,1,Sales Executive,Married,41710.0,0.0,Y,23.0,8.0,0,10.0,4.0,9.0,7.0,7.0,3.0,2.0,3.0,4,4,6.966947859744989,0
2332,2333.0,0,38.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Female,1,Manufacturing Director,Single,27780.0,2.0,Y,13.0,8.0,0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,4.0,2,3,7.210002334267039,0
2333,2334.0,0,36.0,Travel_Rarely,Human Resources,1.0,3,Human Resources,1.0,Male,1,Research Scientist,Single,23770.0,6.0,Y,13.0,8.0,2,15.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,3,3,7.38565289648623,0
2334,2335.0,0,29.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Male,1,Sales Representative,Single,24040.0,1.0,Y,17.0,8.0,0,10.0,3.0,10.0,1.0,5.0,2.0,1.0,3.0,2,3,8.066179971988795,0
2335,2336.0,0,35.0,Travel_Rarely,Sales,12.0,2,Life Sciences,1.0,Female,2,Sales Executive,Single,23180.0,3.0,Y,19.0,8.0,0,10.0,4.0,5.0,0.0,4.0,1.0,3.0,3.0,4,3,9.313444678856069,0
2336,2337.0,0,39.0,Travel_Rarely,Sales,2.0,2,Medical,1.0,Female,1,Sales Executive,Married,20080.0,2.0,Y,12.0,8.0,0,11.0,3.0,7.0,7.0,6.0,4.0,3.0,3.0,3,3,7.799657651072122,0
2337,2338.0,0,29.0,Travel_Frequently,Research & Development,5.0,1,Medical,1.0,Female,1,Research Scientist,Divorced,62440.0,1.0,Y,22.0,8.0,0,6.0,3.0,6.0,1.0,3.0,1.0,4.0,4.0,3,4,6.811413398692811,0
2338,2339.0,0,50.0,Travel_Rarely,Research & Development,4.0,2,Medical,1.0,Female,1,Laboratory Technician,Married,27990.0,4.0,Y,12.0,8.0,1,27.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,1,3,9.3869878105954,0
2339,2340.0,0,23.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,1.0,Female,3,Manager,Married,105520.0,2.0,Y,11.0,8.0,0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3,3,6.714817670093004,0
2340,2341.0,0,36.0,Travel_Frequently,Sales,21.0,3,Life Sciences,1.0,Male,2,Human Resources,Married,23290.0,3.0,Y,15.0,8.0,0,9.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,3,3,9.199428946113494,0
2341,2342.0,0,42.0,Travel_Rarely,Research & Development,8.0,2,Life Sciences,1.0,Female,5,Manager,Single,40140.0,8.0,Y,13.0,8.0,1,24.0,3.0,1.0,0.0,1.0,4.0,4.0,3.0,3,3,5.996066159520515,0
2342,2343.0,0,35.0,Travel_Rarely,Sales,4.0,3,Medical,1.0,Female,2,Laboratory Technician,Married,74030.0,1.0,Y,12.0,8.0,1,10.0,4.0,10.0,6.0,8.0,2.0,3.0,2.0,3,3,6.420092193486586,0
2343,2344.0,0,34.0,Travel_Frequently,Research & Development,25.0,1,Life Sciences,1.0,Female,1,Manager,Married,22590.0,1.0,Y,14.0,8.0,0,8.0,2.0,8.0,7.0,7.0,4.0,3.0,2.0,3,3,6.023118239921337,0
2344,2345.0,0,40.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,2,Laboratory Technician,Married,69320.0,1.0,Y,13.0,8.0,0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,3.0,3,3,6.508975256769372,0
2345,2346.0,0,43.0,Travel_Rarely,Research & Development,1.0,1,Other,1.0,Male,1,Manager,Divorced,46780.0,5.0,Y,25.0,8.0,1,8.0,0.0,6.0,0.0,2.0,4.0,2.0,3.0,4,4,6.996113465160074,0
2346,2347.0,0,35.0,Travel_Rarely,Sales,6.0,3,Marketing,1.0,Female,3,Sales Representative,Married,135820.0,1.0,Y,17.0,8.0,1,1.0,3.0,1.0,0.0,1.0,3.0,4.0,2.0,2,3,7.355165198237886,0
2347,2348.0,0,46.0,Travel_Rarely,Research & Development,12.0,4,Technical Degree,1.0,Male,1,Laboratory Technician,Single,23320.0,1.0,Y,11.0,8.0,0,27.0,2.0,26.0,0.0,12.0,4.0,1.0,1.0,3,3,6.600259502923977,0
2348,2349.0,1,28.0,Travel_Rarely,Human Resources,1.0,3,Medical,1.0,Female,2,Laboratory Technician,Married,24130.0,1.0,Y,16.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,8.397721755368815,1
2349,2350.0,0,22.0,Non-Travel,Sales,17.0,2,Marketing,1.0,Male,3,Sales Executive,Married,97050.0,1.0,Y,18.0,8.0,2,4.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2,3,8.875546372819102,0
2350,2351.0,0,50.0,Travel_Frequently,Research & Development,3.0,3,Other,1.0,Male,2,Research Scientist,Married,42940.0,2.0,Y,20.0,8.0,0,32.0,2.0,30.0,12.0,13.0,2.0,3.0,3.0,2,4,9.39608477011494,0
2351,2352.0,0,32.0,Travel_Rarely,Research & Development,3.0,2,Life Sciences,1.0,Male,3,Research Scientist,Married,47210.0,3.0,Y,14.0,8.0,1,6.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,3,3,6.289856973995273,0
2352,2353.0,0,44.0,Travel_Rarely,Research & Development,10.0,3,Technical Degree,1.0,Male,3,Manager,Divorced,25190.0,0.0,Y,21.0,8.0,2,23.0,2.0,22.0,1.0,10.0,2.0,4.0,2.0,3,4,8.78027546296296,0
2353,2354.0,0,30.0,Travel_Rarely,Research & Development,4.0,3,Medical,1.0,Female,1,Research Director,Married,21210.0,1.0,Y,13.0,8.0,1,6.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,3,3,6.612596200096204,0
2354,2355.0,0,45.0,Travel_Rarely,Sales,29.0,2,Technical Degree,1.0,Female,2,Research Scientist,Single,29730.0,1.0,Y,12.0,8.0,0,10.0,2.0,10.0,1.0,4.0,3.0,1.0,3.0,3,3,8.907959088795907,0
2355,2356.0,0,45.0,Non-Travel,Sales,2.0,4,Life Sciences,1.0,Male,2,Manufacturing Director,Married,58550.0,1.0,Y,14.0,8.0,1,10.0,3.0,10.0,4.0,5.0,1.0,1.0,3.0,2,3,7.881596648301194,0
2356,2357.0,0,31.0,Travel_Frequently,Research & Development,7.0,3,Medical,1.0,Male,2,Research Scientist,Single,36170.0,7.0,Y,21.0,8.0,1,10.0,5.0,5.0,0.0,3.0,4.0,1.0,3.0,3,4,7.217484230955846,0
2357,2358.0,0,36.0,Travel_Rarely,Research & Development,18.0,1,Medical,1.0,Male,2,Manufacturing Director,Married,67250.0,9.0,Y,17.0,8.0,1,7.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3,3,10.913562948028668,0
2358,2359.0,0,34.0,Travel_Frequently,Sales,28.0,4,Marketing,1.0,Male,5,Manufacturing Director,Divorced,103250.0,1.0,Y,11.0,8.0,1,9.0,3.0,9.0,7.0,2.0,3.0,4.0,3.0,2,3,6.067014814814811,0
2359,2360.0,0,49.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,3,Healthcare Representative,Married,69490.0,1.0,Y,14.0,8.0,1,10.0,2.0,9.0,1.0,4.0,3.0,1.0,2.0,3,3,7.268998178506381,0
2360,2361.0,0,39.0,Travel_Rarely,Research & Development,6.0,2,Life Sciences,1.0,Male,3,Research Scientist,Married,106090.0,2.0,Y,17.0,8.0,1,10.0,2.0,7.0,7.0,7.0,2.0,1.0,3.0,3,3,6.571264749262534,0
2361,2362.0,0,27.0,Travel_Rarely,Research & Development,2.0,1,Life Sciences,1.0,Male,4,Research Scientist,Divorced,44470.0,1.0,Y,13.0,8.0,0,7.0,4.0,7.0,0.0,7.0,4.0,1.0,3.0,3,3,6.109443247126433,0
2362,2363.0,0,35.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,2,Sales Executive,Married,21570.0,1.0,Y,25.0,8.0,0,16.0,1.0,16.0,1.0,10.0,2.0,1.0,3.0,2,4,7.590426328502416,0
2363,2364.0,0,28.0,Travel_Rarely,Research & Development,23.0,3,Life Sciences,1.0,Male,3,Manufacturing Director,Divorced,46010.0,0.0,Y,15.0,8.0,2,6.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,3,3,7.4313206214689265,0
2364,2365.0,0,21.0,Travel_Rarely,Research & Development,3.0,1,Life Sciences,1.0,Female,1,Laboratory Technician,Single,170990.0,1.0,Y,14.0,8.0,1,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3,3,7.932450023245006,0
2365,2366.0,1,18.0,Travel_Frequently,Research & Development,3.0,5,Medical,1.0,Male,1,Research Director,Single,24790.0,2.0,Y,12.0,8.0,1,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,2,3,8.383343037360508,1
2366,2367.0,0,47.0,Travel_Rarely,Research & Development,25.0,4,Medical,1.0,Male,2,Research Scientist,Married,148520.0,3.0,Y,19.0,8.0,3,27.0,3.0,5.0,1.0,0.0,4.0,3.0,3.0,2,3,6.011422413793101,0
2367,2368.0,0,39.0,Travel_Rarely,Sales,2.0,4,Life Sciences,1.0,Male,1,Laboratory Technician,Divorced,72640.0,0.0,Y,17.0,8.0,0,10.0,5.0,10.0,0.0,7.0,3.0,3.0,3.0,3,3,6.894523107177975,0
2368,2369.0,0,40.0,Travel_Rarely,Research & Development,22.0,1,Life Sciences,1.0,Male,1,Laboratory Technician,Married,56660.0,1.0,Y,14.0,8.0,1,18.0,2.0,18.0,14.0,12.0,1.0,3.0,3.0,3,3,7.528335717691943,0
2369,2370.0,0,35.0,Non-Travel,Research & Development,29.0,3,Medical,1.0,Female,2,Sales Executive,Married,78230.0,1.0,Y,13.0,8.0,1,15.0,3.0,14.0,2.0,9.0,3.0,3.0,3.0,3,3,6.192031400966187,0
2370,2371.0,0,37.0,Travel_Rarely,Research & Development,29.0,4,Technical Degree,1.0,Male,1,Laboratory Technician,Married,78800.0,3.0,Y,12.0,8.0,1,9.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,4,3,8.023858151183967,0
2371,2372.0,0,39.0,Travel_Frequently,Research & Development,2.0,3,Technical Degree,1.0,Female,2,Manager,Single,131940.0,0.0,Y,11.0,8.0,0,10.0,2.0,9.0,3.0,8.0,1.0,3.0,1.0,3,3,6.660232860520095,0
2372,2373.0,0,45.0,Travel_Rarely,Research & Development,28.0,3,Life Sciences,1.0,Female,2,Laboratory Technician,Divorced,50670.0,1.0,Y,11.0,8.0,2,10.0,3.0,10.0,3.0,9.0,4.0,4.0,3.0,2,3,7.326619990892532,0
2373,2374.0,0,38.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1.0,Female,3,Sales Executive,Married,50790.0,3.0,Y,11.0,8.0,0,10.0,3.0,5.0,0.0,2.0,4.0,3.0,4.0,3,3,9.600522405121172,0
2374,2375.0,1,35.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,3,Healthcare Representative,Married,23210.0,9.0,Y,12.0,8.0,1,15.0,0.0,13.0,6.0,0.0,4.0,1.0,3.0,3,3,5.999986942070273,1
2375,2376.0,0,37.0,Travel_Rarely,Research & Development,22.0,3,Life Sciences,1.0,Female,2,Healthcare Representative,Married,174440.0,1.0,Y,14.0,8.0,0,8.0,4.0,8.0,7.0,7.0,2.0,2.0,1.0,3,3,7.986035024154587,0
2376,2377.0,0,40.0,Travel_Rarely,Research & Development,8.0,3,Technical Degree,1.0,Female,2,Healthcare Representative,Single,24040.0,6.0,Y,17.0,8.0,0,18.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2,3,9.199227316836488,0
2377,2378.0,0,44.0,Travel_Frequently,Sales,2.0,2,Marketing,1.0,Male,1,Laboratory Technician,Married,34520.0,4.0,Y,11.0,8.0,1,14.0,2.0,10.0,0.0,2.0,1.0,4.0,3.0,2,3,8.615238961669094,0
2378,2379.0,0,48.0,Travel_Frequently,Sales,10.0,4,Marketing,1.0,Female,3,Manager,Married,22700.0,2.0,Y,14.0,8.0,3,23.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3,3,7.076158564814813,0
2379,2380.0,1,35.0,Travel_Rarely,Research & Development,9.0,3,Life Sciences,1.0,Male,2,Manager,Divorced,173990.0,6.0,Y,12.0,8.0,0,7.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1,3,10.702550607287453,1
2380,2381.0,0,24.0,Travel_Frequently,Research & Development,15.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,54880.0,1.0,Y,22.0,8.0,1,6.0,6.0,6.0,1.0,3.0,1.0,4.0,3.0,3,4,8.667874196510558,0
2381,2382.0,0,27.0,Travel_Rarely,Sales,10.0,4,Life Sciences,1.0,Male,3,Sales Executive,Married,194190.0,7.0,Y,14.0,8.0,1,5.0,2.0,3.0,0.0,2.0,2.0,3.0,3.0,1,3,7.234342706904434,0
2382,2383.0,0,27.0,Travel_Frequently,Research & Development,7.0,3,Life Sciences,1.0,Male,1,Research Scientist,Single,28110.0,2.0,Y,20.0,8.0,0,6.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,3,4,6.421498792270528,0
2383,2384.0,1,40.0,Travel_Rarely,Sales,16.0,4,Marketing,1.0,Male,1,Research Director,Single,36330.0,3.0,Y,16.0,8.0,2,10.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,3,3,10.471295918367348,1
2384,2385.0,0,29.0,Travel_Rarely,Research & Development,20.0,1,Medical,1.0,Female,2,Manager,Single,41630.0,9.0,Y,15.0,8.0,1,8.0,4.0,5.0,1.0,4.0,3.0,3.0,3.0,2,3,7.317852914389802,0
2385,2386.0,0,36.0,Travel_Rarely,Research & Development,23.0,3,Life Sciences,1.0,Female,3,Sales Executive,Married,21320.0,4.0,Y,20.0,8.0,0,9.0,1.0,3.0,0.0,2.0,2.0,1.0,3.0,2,4,7.927488568815728,0
2386,2387.0,0,25.0,Travel_Frequently,Sales,5.0,1,Marketing,1.0,Male,4,Manufacturing Director,Divorced,139730.0,1.0,Y,14.0,8.0,0,7.0,3.0,7.0,0.0,7.0,4.0,3.0,3.0,2,3,6.126019736842106,0
2387,2388.0,0,39.0,Travel_Rarely,Sales,10.0,3,Marketing,1.0,Female,2,Research Director,Married,26840.0,4.0,Y,12.0,8.0,0,7.0,2.0,5.0,1.0,0.0,4.0,2.0,3.0,3,3,6.755457302280447,0
2388,2389.0,0,49.0,Travel_Rarely,Sales,4.0,2,Life Sciences,1.0,Male,2,Research Director,Married,108450.0,3.0,Y,24.0,8.0,0,27.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,2,4,7.779442028985505,0
2389,2390.0,0,50.0,Travel_Rarely,Research & Development,2.0,2,Medical,1.0,Male,3,Sales Executive,Divorced,43770.0,5.0,Y,12.0,8.0,1,19.0,2.0,14.0,1.0,11.0,4.0,1.0,3.0,2,3,7.804605200945628,0
2390,2391.0,0,20.0,Travel_Rarely,Research & Development,18.0,4,Medical,1.0,Female,2,Sales Executive,Single,37430.0,1.0,Y,13.0,8.0,1,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3,6.620019323671498,0
2391,2392.0,0,34.0,Travel_Rarely,Research & Development,10.0,3,Medical,1.0,Male,3,Laboratory Technician,Divorced,41480.0,1.0,Y,11.0,8.0,0,11.0,3.0,11.0,7.0,9.0,4.0,2.0,3.0,3,3,7.673401600753301,0
2392,2393.0,0,36.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Female,2,Healthcare Representative,Single,10510.0,2.0,Y,14.0,8.0,0,15.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,3,3,5.979037274453941,0
2393,2394.0,0,49.0,Travel_Rarely,Human Resources,6.0,2,Life Sciences,1.0,Female,2,Research Scientist,Married,107390.0,2.0,Y,11.0,8.0,3,30.0,3.0,15.0,2.0,12.0,3.0,3.0,3.0,3,3,8.466084379358438,0
2394,2395.0,0,36.0,Non-Travel,Research & Development,8.0,4,Life Sciences,1.0,Male,4,Laboratory Technician,Married,103880.0,0.0,Y,14.0,8.0,0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,3,3,8.007373842592596,0
2395,2396.0,0,36.0,Travel_Rarely,Research & Development,2.0,2,Medical,1.0,Female,2,Healthcare Representative,Divorced,114160.0,6.0,Y,16.0,8.0,0,13.0,2.0,5.0,0.0,4.0,4.0,1.0,3.0,3,3,6.281566713156666,0
2396,2397.0,0,54.0,Travel_Rarely,Sales,24.0,3,Marketing,1.0,Male,1,Laboratory Technician,Married,26000.0,3.0,Y,14.0,8.0,0,36.0,5.0,10.0,4.0,7.0,2.0,3.0,3.0,3,3,7.595829694323152,0
2397,2398.0,0,43.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1.0,Female,1,Research Scientist,Married,24220.0,1.0,Y,11.0,8.0,1,14.0,2.0,14.0,6.0,11.0,3.0,3.0,3.0,3,3,7.581850262279451,0
2398,2399.0,1,35.0,Travel_Frequently,Research & Development,17.0,4,Medical,1.0,Male,1,Research Director,Single,54720.0,3.0,Y,11.0,8.0,1,13.0,3.0,11.0,6.0,7.0,4.0,4.0,4.0,2,3,8.392455273069679,1
2399,2400.0,0,38.0,Travel_Frequently,Research & Development,19.0,2,Life Sciences,1.0,Male,2,Research Scientist,Married,24510.0,7.0,Y,12.0,8.0,1,19.0,3.0,13.0,2.0,9.0,4.0,4.0,4.0,3,3,7.190964791952449,0
2400,2401.0,0,29.0,Travel_Rarely,Research & Development,1.0,2,Medical,1.0,Male,2,Sales Representative,Divorced,42400.0,1.0,Y,14.0,8.0,0,10.0,2.0,10.0,0.0,9.0,1.0,2.0,2.0,2,3,10.692972910927455,0
2401,2402.0,0,33.0,Travel_Rarely,Research & Development,7.0,3,Medical,1.0,Male,5,Sales Executive,Divorced,109990.0,1.0,Y,18.0,8.0,3,6.0,3.0,6.0,0.0,4.0,4.0,4.0,3.0,2,3,6.363958333333332,0
2402,2403.0,0,32.0,Travel_Rarely,Research & Development,5.0,4,Technical Degree,1.0,Male,5,Research Scientist,Divorced,50030.0,0.0,Y,13.0,8.0,0,10.0,5.0,9.0,1.0,6.0,4.0,2.0,2.0,3,3,6.588329889807162,0
2403,2404.0,0,31.0,Travel_Rarely,Research & Development,28.0,4,Technical Degree,1.0,Female,2,Sales Executive,Married,127420.0,1.0,Y,11.0,8.0,0,10.0,4.0,10.0,0.0,2.0,1.0,4.0,3.0,2,3,7.418722451790635,0
2404,2405.0,0,49.0,Travel_Rarely,Research & Development,2.0,4,Medical,1.0,Male,1,Laboratory Technician,Divorced,42270.0,4.0,Y,18.0,8.0,0,17.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2,3,9.698152664859984,0
2405,2406.0,0,38.0,Travel_Frequently,Sales,29.0,2,Medical,1.0,Female,1,Sales Executive,Single,39170.0,1.0,Y,15.0,8.0,3,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3,3,7.8303770685579215,0
2406,2407.0,0,47.0,Travel_Rarely,Research & Development,1.0,4,Medical,1.0,Male,3,Laboratory Technician,Divorced,183030.0,6.0,Y,22.0,8.0,1,29.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2,4,6.737826867816091,0
2407,2408.0,0,49.0,Travel_Rarely,Research & Development,21.0,3,Medical,1.0,Male,2,Manufacturing Director,Single,23800.0,4.0,Y,13.0,8.0,0,23.0,3.0,8.0,0.0,0.0,3.0,3.0,3.0,1,3,6.414545873674503,0
2408,2409.0,0,41.0,Travel_Rarely,Research & Development,24.0,4,Life Sciences,1.0,Female,4,Manager,Single,137260.0,3.0,Y,12.0,8.0,0,21.0,6.0,2.0,0.0,2.0,4.0,3.0,3.0,4,3,10.988097643097628,0
2409,2410.0,0,20.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,1,Sales Representative,Single,47770.0,1.0,Y,18.0,8.0,1,2.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,3,3,7.671119112940102,0
2410,2411.0,0,33.0,Non-Travel,Research & Development,18.0,2,Medical,1.0,Female,2,Healthcare Representative,Divorced,63850.0,1.0,Y,13.0,8.0,0,7.0,6.0,6.0,1.0,2.0,3.0,4.0,3.0,2,3,9.468951760402373,0
