,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
1928,1929.0,No,41.0,Travel_Frequently,Sales,11.0,3,Other,1.0,Male,1,Laboratory Technician,Divorced,168720.0,2.0,Y,15.0,8.0,1,21.0,2.0,18.0,0.0,11.0,1.0,3.0,4.0,3,3,7.890107957302276
1929,1930.0,No,27.0,Travel_Rarely,Research & Development,20.0,4,Other,1.0,Male,2,Manufacturing Director,Married,34850.0,9.0,Y,17.0,8.0,2,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3,3,7.09268101092896
1930,1931.0,No,45.0,Non-Travel,Sales,2.0,3,Medical,1.0,Female,1,Sales Executive,Married,66440.0,1.0,Y,12.0,8.0,0,9.0,3.0,9.0,0.0,8.0,4.0,1.0,3.0,4,3,8.691242030965395
1931,1932.0,No,47.0,Travel_Rarely,Sales,18.0,4,Medical,1.0,Female,2,Research Scientist,Single,55820.0,1.0,Y,16.0,8.0,0,9.0,3.0,9.0,0.0,7.0,4.0,4.0,3.0,3,3,8.015667824074068
1932,1933.0,Yes,30.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Married,40000.0,4.0,Y,12.0,8.0,0,7.0,5.0,5.0,0.0,1.0,1.0,3.0,3.0,2,3,10.489197796934858
1933,1934.0,No,50.0,Travel_Rarely,Research & Development,1.0,3,Technical Degree,1.0,Female,2,Sales Executive,Married,134960.0,3.0,Y,18.0,8.0,1,22.0,3.0,12.0,1.0,5.0,4.0,3.0,3.0,3,3,9.492560835629016
1934,1935.0,No,38.0,Travel_Frequently,Research & Development,13.0,3,Technical Degree,1.0,Male,1,Manufacturing Director,Married,32100.0,0.0,Y,17.0,8.0,2,3.0,5.0,2.0,0.0,2.0,3.0,3.0,2.0,2,3,7.6981253006253
1935,1936.0,No,46.0,Travel_Rarely,Research & Development,28.0,3,Medical,1.0,Female,3,Human Resources,Divorced,190450.0,6.0,Y,11.0,8.0,3,13.0,2.0,8.0,0.0,7.0,4.0,3.0,3.0,3,3,6.909803051001818
1936,1937.0,No,24.0,Travel_Rarely,Sales,28.0,3,Life Sciences,1.0,Female,1,Healthcare Representative,Divorced,118490.0,1.0,Y,16.0,8.0,1,5.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3,3,6.552236286919832
1937,1938.0,Yes,35.0,Travel_Rarely,Sales,24.0,3,Medical,1.0,Male,3,Healthcare Representative,Divorced,20700.0,1.0,Y,13.0,8.0,3,5.0,1.0,4.0,0.0,2.0,3.0,2.0,1.0,2,3,9.331365176151754
1938,1939.0,No,31.0,Travel_Frequently,Research & Development,5.0,2,Technical Degree,1.0,Male,2,Sales Executive,Married,65020.0,1.0,Y,12.0,8.0,0,4.0,3.0,4.0,0.0,3.0,3.0,1.0,3.0,3,3,6.272699249882794
1939,1940.0,No,18.0,Non-Travel,Sales,5.0,4,Other,1.0,Male,2,Manager,Single,32300.0,1.0,Y,12.0,8.0,1,0.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3,3,6.3218530701754405
1940,1941.0,No,54.0,Travel_Rarely,Sales,23.0,3,Medical,1.0,Female,1,Laboratory Technician,Married,136030.0,8.0,Y,13.0,8.0,1,22.0,2.0,10.0,0.0,8.0,3.0,3.0,3.0,3,3,6.6002742763772195
1941,1942.0,No,35.0,Travel_Rarely,Research & Development,6.0,4,Medical,1.0,Female,1,Manufacturing Director,Divorced,119960.0,1.0,Y,19.0,8.0,2,16.0,3.0,16.0,10.0,1.0,3.0,3.0,2.0,3,3,9.598844907407418
1942,1943.0,No,30.0,Travel_Rarely,Research & Development,4.0,3,Life Sciences,1.0,Female,5,Healthcare Representative,Married,56050.0,0.0,Y,12.0,8.0,1,9.0,0.0,8.0,1.0,7.0,2.0,1.0,2.0,2,3,10.098746584699459
1943,1944.0,Yes,20.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Female,2,Research Scientist,Single,63970.0,1.0,Y,17.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,3,3,8.311527171276078
1944,1945.0,Yes,30.0,Travel_Frequently,Research & Development,8.0,4,Medical,1.0,Male,1,Sales Executive,Single,191440.0,0.0,Y,11.0,8.0,0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3,3,7.59495867768595
1945,1946.0,No,26.0,Travel_Rarely,Sales,1.0,3,Marketing,1.0,Female,2,Research Scientist,Married,175840.0,1.0,Y,20.0,8.0,0,8.0,2.0,8.0,1.0,3.0,4.0,4.0,3.0,3,4,7.939711492608486
1946,1947.0,No,22.0,Travel_Rarely,Research & Development,8.0,3,Other,1.0,Male,2,Sales Representative,Married,49070.0,1.0,Y,21.0,8.0,1,4.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3,4,7.302466475095791
1947,1948.0,No,48.0,Travel_Rarely,Human Resources,2.0,4,Medical,1.0,Male,2,Sales Executive,Single,45540.0,2.0,Y,11.0,8.0,2,19.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3,3,8.018559101654837
1948,1949.0,No,48.0,Travel_Rarely,Sales,3.0,3,Medical,1.0,Male,1,Research Director,Single,54150.0,7.0,Y,11.0,8.0,1,27.0,1.0,15.0,4.0,8.0,3.0,3.0,3.0,3,3,6.501231884057971
1949,1950.0,No,41.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,2,Research Scientist,Single,47410.0,6.0,Y,16.0,8.0,0,8.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3,3,6.912519353369762
1950,1951.0,No,39.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,3,Human Resources,Married,21150.0,1.0,Y,18.0,8.0,0,21.0,3.0,21.0,11.0,8.0,4.0,4.0,3.0,4,3,7.0958231292517
1951,1952.0,No,27.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1.0,Male,2,Human Resources,Married,31610.0,0.0,Y,13.0,8.0,2,4.0,0.0,3.0,2.0,2.0,1.0,4.0,3.0,3,3,7.298778935185187
1952,1953.0,No,35.0,Travel_Rarely,Sales,24.0,3,Medical,1.0,Male,5,Sales Executive,Divorced,57450.0,1.0,Y,17.0,8.0,3,3.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,3,3,6.932994754411063
1953,1954.0,No,42.0,Travel_Rarely,Research & Development,23.0,4,Other,1.0,Male,1,Research Scientist,Married,23730.0,6.0,Y,14.0,8.0,1,21.0,3.0,1.0,0.0,0.0,4.0,3.0,3.0,4,3,8.008321411540294
1954,1955.0,No,50.0,Travel_Rarely,Sales,27.0,3,Medical,1.0,Male,2,Sales Executive,Married,33100.0,4.0,Y,22.0,8.0,1,8.0,3.0,1.0,0.0,0.0,1.0,4.0,3.0,4,4,6.182229468599034
1955,1956.0,No,59.0,Travel_Rarely,Research & Development,16.0,4,Medical,1.0,Female,5,Laboratory Technician,Single,186650.0,3.0,Y,12.0,8.0,0,30.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2,3,10.114922586520953
1956,1957.0,Yes,37.0,Travel_Rarely,Sales,15.0,3,Marketing,1.0,Male,2,Laboratory Technician,Married,44850.0,5.0,Y,11.0,8.0,1,15.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,4,3,6.593880820654677
1957,1958.0,No,55.0,Travel_Frequently,Research & Development,26.0,2,Life Sciences,1.0,Female,2,Sales Executive,Married,27890.0,3.0,Y,13.0,8.0,1,17.0,2.0,8.0,6.0,7.0,3.0,2.0,3.0,2,3,8.587631458619109
1958,1959.0,No,41.0,Non-Travel,Research & Development,19.0,1,Life Sciences,1.0,Male,2,Research Scientist,Divorced,58280.0,1.0,Y,13.0,8.0,0,21.0,0.0,21.0,5.0,10.0,2.0,3.0,3.0,3,3,6.287888176638178
1959,1960.0,No,38.0,Travel_Rarely,Research & Development,24.0,2,Other,1.0,Female,1,Laboratory Technician,Single,23260.0,8.0,Y,14.0,8.0,0,19.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,4,3,8.395889577594126
1960,1961.0,Yes,26.0,Non-Travel,Research & Development,21.0,1,Life Sciences,1.0,Female,1,Manufacturing Director,Single,135250.0,8.0,Y,17.0,8.0,1,7.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,2,3,7.712278254649499
1961,1962.0,Yes,52.0,Travel_Rarely,Research & Development,5.0,4,Medical,1.0,Female,4,Human Resources,Married,14200.0,1.0,Y,13.0,8.0,1,33.0,2.0,32.0,6.0,9.0,1.0,4.0,3.0,4,3,6.017824074074072
1962,1963.0,No,44.0,Travel_Rarely,Research & Development,16.0,3,Life Sciences,1.0,Female,1,Healthcare Representative,Married,80200.0,3.0,Y,11.0,8.0,1,23.0,2.0,12.0,11.0,11.0,4.0,4.0,3.0,3,3,10.903643162393166
1963,1964.0,No,50.0,Non-Travel,Human Resources,2.0,2,Life Sciences,1.0,Male,1,Laboratory Technician,Married,36880.0,0.0,Y,11.0,8.0,0,19.0,3.0,18.0,0.0,13.0,4.0,3.0,3.0,2,3,6.506327025715674
1964,1965.0,Yes,36.0,Travel_Rarely,Sales,2.0,4,Technical Degree,1.0,Male,4,Sales Executive,Single,54820.0,1.0,Y,18.0,8.0,0,18.0,3.0,17.0,15.0,14.0,3.0,1.0,3.0,3,3,7.778434449093448
1965,1966.0,No,39.0,Travel_Frequently,Sales,11.0,3,Marketing,1.0,Male,1,Sales Executive,Single,160150.0,1.0,Y,11.0,8.0,0,21.0,3.0,21.0,2.0,8.0,4.0,1.0,3.0,4,3,10.819688697318005
1966,1967.0,No,33.0,Non-Travel,Sales,9.0,2,Technical Degree,1.0,Male,5,Sales Representative,Single,12000.0,0.0,Y,11.0,8.0,1,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3,3,7.579043209876543
1967,1968.0,No,45.0,Travel_Rarely,Research & Development,7.0,2,Other,1.0,Male,1,Human Resources,Married,56610.0,3.0,Y,12.0,8.0,0,26.0,2.0,9.0,1.0,1.0,4.0,4.0,4.0,2,3,7.403393108298168
1968,1969.0,No,32.0,Non-Travel,Research & Development,15.0,3,Medical,1.0,Male,2,Manager,Single,69290.0,9.0,Y,20.0,8.0,0,10.0,6.0,8.0,7.0,7.0,4.0,3.0,3.0,1,4,7.2294230769230845
1969,1970.0,No,34.0,Travel_Rarely,Sales,6.0,4,Marketing,1.0,Male,2,Research Director,Divorced,96130.0,0.0,Y,12.0,8.0,1,16.0,5.0,15.0,0.0,9.0,2.0,4.0,2.0,2,3,7.093754172627569
1970,1971.0,No,59.0,Travel_Rarely,Research & Development,5.0,3,Life Sciences,1.0,Male,2,Research Scientist,Married,56740.0,3.0,Y,12.0,8.0,0,14.0,6.0,6.0,0.0,4.0,2.0,4.0,1.0,3,3,8.101909007773203
1971,1972.0,No,45.0,Travel_Rarely,Research & Development,16.0,1,Medical,1.0,Male,2,Sales Executive,Single,54840.0,1.0,Y,20.0,8.0,3,6.0,6.0,6.0,0.0,4.0,2.0,2.0,3.0,3,4,6.70566643804298
1972,1973.0,No,53.0,Travel_Frequently,Sales,8.0,2,Medical,1.0,Male,2,Research Scientist,Married,120610.0,2.0,Y,20.0,8.0,1,30.0,2.0,15.0,6.0,12.0,3.0,2.0,3.0,4,4,7.802464975845408
1973,1974.0,Yes,36.0,Travel_Rarely,Research & Development,7.0,2,Life Sciences,1.0,Female,1,Research Scientist,Divorced,56600.0,7.0,Y,12.0,8.0,0,9.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,3,3,6.082717127607953
1974,1975.0,Yes,26.0,Travel_Frequently,Sales,2.0,3,Life Sciences,1.0,Male,2,Research Scientist,Married,48210.0,6.0,Y,14.0,8.0,2,6.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3,3,8.196520890725436
1975,1976.0,No,34.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,1,Sales Representative,Married,64100.0,1.0,Y,13.0,8.0,1,1.0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,2,3,9.193808717253845
1976,1977.0,No,28.0,Travel_Rarely,Research & Development,10.0,3,Other,1.0,Male,2,Sales Representative,Married,52100.0,1.0,Y,15.0,8.0,0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,3.0,4,3,7.835804637281911
1977,1978.0,No,38.0,Travel_Frequently,Sales,9.0,4,Medical,1.0,Male,2,Research Scientist,Married,26950.0,3.0,Y,14.0,8.0,1,8.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,1,3,7.572165509259261
1978,1979.0,No,50.0,Travel_Rarely,Research & Development,5.0,4,Life Sciences,1.0,Male,1,Sales Executive,Married,118780.0,2.0,Y,13.0,8.0,1,29.0,2.0,8.0,7.0,7.0,2.0,3.0,2.0,3,3,9.595780261969285
1979,1980.0,No,37.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,1,Laboratory Technician,Single,170680.0,3.0,Y,23.0,8.0,0,8.0,6.0,4.0,0.0,1.0,4.0,2.0,2.0,3,4,7.3082512077294695
1980,1981.0,No,40.0,Travel_Rarely,Human Resources,2.0,3,Medical,1.0,Male,5,Sales Executive,Married,24550.0,1.0,Y,15.0,8.0,1,8.0,2.0,7.0,7.0,5.0,3.0,1.0,2.0,3,3,6.077394296951819
1981,1982.0,No,26.0,Travel_Frequently,Research & Development,3.0,3,Medical,1.0,Male,2,Laboratory Technician,Divorced,139640.0,1.0,Y,11.0,8.0,2,5.0,1.0,5.0,1.0,3.0,1.0,3.0,3.0,2,3,7.705097280825126
1982,1983.0,No,46.0,Travel_Rarely,Research & Development,2.0,1,Medical,1.0,Female,3,Research Scientist,Divorced,49410.0,9.0,Y,13.0,8.0,2,23.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2,3,7.41658449074074
1983,1984.0,No,54.0,Travel_Rarely,Research & Development,5.0,3,Medical,1.0,Female,2,Manufacturing Director,Married,24780.0,6.0,Y,11.0,8.0,0,13.0,0.0,9.0,7.0,0.0,3.0,3.0,3.0,3,3,7.663896166909271
1984,1985.0,No,56.0,Travel_Frequently,Research & Development,1.0,2,Life Sciences,1.0,Female,2,Manufacturing Director,Married,52280.0,2.0,Y,11.0,8.0,0,18.0,4.0,5.0,0.0,3.0,1.0,3.0,3.0,3,3,6.907202297233941
1985,1986.0,No,36.0,Travel_Rarely,Research & Development,4.0,2,Life Sciences,1.0,Female,2,Human Resources,Single,44780.0,0.0,Y,18.0,8.0,1,15.0,3.0,14.0,7.0,8.0,4.0,4.0,2.0,3,3,6.615435145445876
1986,1987.0,No,55.0,Non-Travel,Research & Development,2.0,3,Medical,1.0,Female,2,Manager,Single,75470.0,7.0,Y,16.0,8.0,0,31.0,2.0,9.0,6.0,2.0,3.0,1.0,4.0,2,3,6.079126492194671
1987,1988.0,No,43.0,Travel_Rarely,Sales,25.0,2,Life Sciences,1.0,Male,3,Research Scientist,Divorced,50550.0,5.0,Y,22.0,8.0,0,18.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2,4,7.917314030131826
1988,1989.0,Yes,20.0,Travel_Frequently,Sales,8.0,3,Marketing,1.0,Male,3,Sales Executive,Single,34640.0,1.0,Y,20.0,8.0,0,2.0,3.0,2.0,0.0,2.0,4.0,4.0,3.0,2,4,9.131183523266856
1989,1990.0,Yes,21.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,1,Manager,Single,57750.0,1.0,Y,18.0,8.0,0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,3,3,6.64519909394373
1990,1991.0,No,46.0,Travel_Rarely,Sales,12.0,3,Marketing,1.0,Female,3,Healthcare Representative,Divorced,89430.0,8.0,Y,12.0,8.0,1,19.0,6.0,16.0,1.0,7.0,4.0,1.0,3.0,3,3,10.970847050754458
1991,1992.0,Yes,51.0,Travel_Rarely,Sales,23.0,3,Medical,1.0,Female,2,Research Scientist,Married,192720.0,9.0,Y,20.0,8.0,0,18.0,2.0,10.0,2.0,7.0,1.0,3.0,4.0,3,4,8.685112064854557
1992,1993.0,Yes,28.0,Non-Travel,Research & Development,19.0,4,Life Sciences,1.0,Female,4,Laboratory Technician,Single,52380.0,1.0,Y,17.0,8.0,1,10.0,4.0,10.0,1.0,9.0,2.0,1.0,2.0,2,3,7.391012396694218
1993,1994.0,No,26.0,Travel_Rarely,Research & Development,5.0,4,Medical,1.0,Female,2,Sales Executive,Married,46820.0,1.0,Y,11.0,8.0,1,6.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,1,3,7.49014692378329
1994,1995.0,No,30.0,Travel_Rarely,Research & Development,8.0,3,Medical,1.0,Female,1,Sales Executive,Married,183000.0,0.0,Y,14.0,8.0,0,7.0,6.0,6.0,0.0,2.0,3.0,1.0,2.0,3,3,6.24018518518519
1995,1996.0,No,41.0,Travel_Rarely,Sales,1.0,4,Life Sciences,1.0,Female,1,Research Director,Married,52570.0,1.0,Y,14.0,8.0,0,10.0,2.0,10.0,0.0,8.0,2.0,3.0,3.0,4,3,7.893505668934243
1996,1997.0,No,38.0,Travel_Rarely,Research & Development,5.0,3,Technical Degree,1.0,Male,1,Sales Executive,Married,63490.0,2.0,Y,11.0,8.0,0,20.0,3.0,19.0,1.0,9.0,3.0,3.0,2.0,3,3,7.2894444444444435
1997,1998.0,No,40.0,Travel_Rarely,Sales,1.0,4,Marketing,1.0,Male,1,Sales Executive,Married,48690.0,4.0,Y,12.0,8.0,0,14.0,2.0,11.0,11.0,1.0,1.0,4.0,3.0,3,3,7.923896041964709
1998,1999.0,No,27.0,Non-Travel,Sales,11.0,3,Technical Degree,1.0,Female,2,Laboratory Technician,Married,99850.0,1.0,Y,14.0,8.0,1,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2,3,7.991452282157674
1999,2000.0,No,55.0,Travel_Frequently,Research & Development,23.0,5,Life Sciences,1.0,Male,3,Laboratory Technician,Married,36970.0,3.0,Y,13.0,8.0,1,23.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,3,3,6.704065972222222
2000,2001.0,No,28.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,2,Healthcare Representative,Single,74570.0,3.0,Y,11.0,8.0,2,10.0,1.0,8.0,1.0,7.0,3.0,3.0,4.0,4,3,6.568142791551883
2001,2002.0,Yes,44.0,Travel_Rarely,Research & Development,18.0,4,Life Sciences,1.0,Female,2,Sales Executive,Married,21190.0,9.0,Y,15.0,8.0,0,24.0,3.0,20.0,3.0,6.0,2.0,1.0,3.0,3,3,6.171379184861718
2002,2003.0,No,33.0,Travel_Rarely,Sales,23.0,4,Marketing,1.0,Female,4,Sales Executive,Divorced,39830.0,4.0,Y,12.0,8.0,0,9.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3,3,6.38026748971193
2003,2004.0,Yes,35.0,Travel_Rarely,Sales,7.0,4,Life Sciences,1.0,Male,3,Sales Representative,Single,61180.0,0.0,Y,21.0,8.0,1,9.0,3.0,8.0,4.0,7.0,4.0,1.0,3.0,2,4,9.781843220338985
2004,2005.0,Yes,33.0,Travel_Frequently,Research & Development,1.0,2,Life Sciences,1.0,Female,1,Sales Executive,Single,62140.0,1.0,Y,19.0,8.0,2,14.0,3.0,13.0,3.0,8.0,1.0,3.0,3.0,3,3,7.778514292300598
2005,2006.0,No,28.0,Travel_Rarely,Human Resources,1.0,1,Human Resources,1.0,Male,2,Research Scientist,Divorced,63470.0,1.0,Y,15.0,8.0,1,4.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3,3,6.709533195020743
2006,2007.0,No,34.0,Travel_Frequently,Sales,29.0,4,Marketing,1.0,Male,1,Research Scientist,Single,115100.0,0.0,Y,14.0,8.0,1,7.0,5.0,6.0,0.0,4.0,1.0,4.0,2.0,3,3,6.7211449579831894
2007,2008.0,No,37.0,Travel_Rarely,Research & Development,7.0,4,Life Sciences,1.0,Male,4,Sales Executive,Divorced,71430.0,2.0,Y,21.0,8.0,0,8.0,6.0,1.0,0.0,0.0,4.0,4.0,3.0,2,4,10.59214594717669
2008,2009.0,Yes,25.0,Travel_Rarely,Human Resources,25.0,4,Human Resources,1.0,Female,2,Research Scientist,Married,82680.0,1.0,Y,12.0,8.0,0,7.0,3.0,7.0,5.0,6.0,4.0,4.0,4.0,2,3,10.8656742640076
2009,2010.0,Yes,26.0,Travel_Rarely,Sales,8.0,2,Marketing,1.0,Male,2,Sales Executive,Divorced,80950.0,1.0,Y,15.0,8.0,0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,4,3,7.789679303767285
2010,2011.0,Yes,33.0,Travel_Rarely,Research & Development,8.0,2,Life Sciences,1.0,Male,4,Manufacturing Director,Single,29040.0,4.0,Y,13.0,8.0,0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3,3,10.21621541950113
2011,2012.0,No,42.0,Travel_Rarely,Research & Development,11.0,1,Life Sciences,1.0,Male,4,Research Scientist,Married,60320.0,0.0,Y,14.0,8.0,0,23.0,2.0,22.0,13.0,7.0,4.0,1.0,3.0,2,3,6.808238425925923
2012,2013.0,Yes,28.0,Travel_Frequently,Research & Development,7.0,3,Life Sciences,1.0,Male,2,Manager,Divorced,29760.0,1.0,Y,14.0,8.0,0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,3,3,6.281261134552276
2013,2014.0,Yes,50.0,Travel_Frequently,Research & Development,1.0,4,Medical,1.0,Male,2,Research Scientist,Single,159920.0,3.0,Y,14.0,8.0,0,5.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,3,3,10.508785612535613
2014,2015.0,No,33.0,Travel_Frequently,Sales,9.0,3,Medical,1.0,Female,2,Research Scientist,Married,46490.0,0.0,Y,12.0,8.0,0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,2,3,8.008199152542376
2015,2016.0,No,34.0,Non-Travel,Sales,1.0,1,Marketing,1.0,Female,2,Research Director,Married,26960.0,3.0,Y,23.0,8.0,0,6.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3,4,7.104967992684047
2016,2017.0,No,48.0,Non-Travel,Sales,2.0,1,Life Sciences,1.0,Male,2,Sales Executive,Single,23700.0,2.0,Y,11.0,8.0,0,27.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,3,3,6.1985363247863265
2017,2018.0,No,45.0,Non-Travel,Research & Development,1.0,3,Medical,1.0,Female,2,Human Resources,Married,125040.0,1.0,Y,12.0,8.0,1,15.0,2.0,15.0,4.0,12.0,2.0,3.0,3.0,3,3,6.020285913528594
2018,2019.0,No,52.0,Travel_Rarely,Sales,1.0,3,Life Sciences,1.0,Male,1,Sales Executive,Single,59740.0,7.0,Y,18.0,8.0,1,18.0,6.0,8.0,4.0,0.0,2.0,2.0,3.0,3,3,8.013191411935953
2019,2020.0,No,38.0,Travel_Rarely,Research & Development,6.0,2,Medical,1.0,Male,1,Research Scientist,Divorced,47360.0,0.0,Y,11.0,8.0,1,9.0,3.0,8.0,2.0,7.0,3.0,3.0,3.0,2,3,10.692461645746167
2020,2021.0,No,29.0,Travel_Rarely,Research & Development,8.0,3,Medical,1.0,Female,4,Research Scientist,Divorced,52960.0,4.0,Y,14.0,8.0,0,11.0,3.0,7.0,1.0,7.0,3.0,4.0,3.0,4,3,6.314566115702479
2021,2022.0,No,28.0,Travel_Rarely,Human Resources,1.0,3,Human Resources,1.0,Female,4,Laboratory Technician,Divorced,67810.0,0.0,Y,15.0,8.0,1,10.0,2.0,9.0,1.0,7.0,4.0,2.0,2.0,3,3,6.909151101532568
2022,2023.0,No,46.0,Travel_Rarely,Research & Development,6.0,4,Medical,1.0,Male,3,Sales Executive,Married,21740.0,3.0,Y,11.0,8.0,1,23.0,3.0,12.0,4.0,9.0,1.0,3.0,3.0,3,3,6.393413225172075
2023,2024.0,No,38.0,Travel_Rarely,Research & Development,7.0,4,Medical,1.0,Male,1,Sales Executive,Single,66530.0,7.0,Y,20.0,8.0,1,10.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,3,4,7.378476430976427
2024,2025.0,No,43.0,Travel_Frequently,Research & Development,5.0,3,Medical,1.0,Female,2,Laboratory Technician,Married,96990.0,8.0,Y,19.0,8.0,1,18.0,3.0,8.0,0.0,1.0,3.0,1.0,3.0,3,3,7.0701698806244275
2025,2026.0,Yes,39.0,Travel_Frequently,Sales,1.0,3,Marketing,1.0,Male,2,Healthcare Representative,Divorced,67550.0,7.0,Y,14.0,8.0,1,21.0,2.0,18.0,11.0,5.0,1.0,4.0,3.0,3,3,7.2104051431343965
2026,2027.0,No,40.0,Travel_Rarely,Research & Development,1.0,1,Life Sciences,1.0,Male,1,Healthcare Representative,Single,22130.0,1.0,Y,17.0,8.0,0,21.0,4.0,20.0,4.0,9.0,3.0,3.0,4.0,3,3,6.008475080018289
2027,2028.0,No,21.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Female,1,Research Scientist,Single,26100.0,1.0,Y,11.0,8.0,1,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2,3,10.507815055315051
2028,2029.0,No,39.0,Non-Travel,Research & Development,6.0,3,Life Sciences,1.0,Male,1,Laboratory Technician,Single,28510.0,9.0,Y,15.0,8.0,0,9.0,2.0,5.0,0.0,3.0,3.0,2.0,2.0,3,3,6.212142203932329
2029,2030.0,No,36.0,Non-Travel,Research & Development,1.0,3,Medical,1.0,Male,3,Sales Representative,Single,34520.0,2.0,Y,13.0,8.0,3,18.0,4.0,11.0,0.0,9.0,1.0,4.0,3.0,4,3,7.21404346815434
2030,2031.0,No,31.0,Travel_Frequently,Research & Development,7.0,3,Life Sciences,1.0,Male,1,Sales Executive,Married,52580.0,0.0,Y,14.0,8.0,3,3.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,3,3,6.611494928538499
2031,2032.0,No,28.0,Travel_Rarely,Sales,2.0,4,Marketing,1.0,Male,1,Sales Executive,Married,93550.0,0.0,Y,11.0,8.0,0,6.0,4.0,5.0,0.0,4.0,1.0,2.0,1.0,3,3,7.5153891233005155
2032,2033.0,No,35.0,Travel_Frequently,Research & Development,9.0,2,Other,1.0,Female,1,Manufacturing Director,Divorced,104960.0,1.0,Y,13.0,8.0,1,5.0,2.0,5.0,0.0,2.0,4.0,4.0,3.0,3,3,6.602540381791486
2033,2034.0,No,49.0,Travel_Rarely,Sales,2.0,2,Medical,1.0,Female,1,Sales Executive,Married,63800.0,6.0,Y,23.0,8.0,1,22.0,1.0,9.0,2.0,3.0,4.0,2.0,3.0,2,4,7.179248024174801
2034,2035.0,No,34.0,Travel_Frequently,Sales,9.0,1,Technical Degree,1.0,Male,2,Sales Executive,Single,26570.0,2.0,Y,13.0,8.0,1,5.0,3.0,3.0,0.0,2.0,4.0,3.0,2.0,2,3,8.006655188246096
2035,2036.0,No,29.0,Travel_Frequently,Research & Development,1.0,4,Medical,1.0,Male,3,Research Scientist,Divorced,27160.0,0.0,Y,18.0,8.0,0,8.0,2.0,7.0,1.0,1.0,4.0,2.0,2.0,1,3,7.090194444444445
2036,2037.0,No,42.0,Travel_Rarely,Sales,21.0,2,Life Sciences,1.0,Female,1,Healthcare Representative,Single,22010.0,4.0,Y,12.0,8.0,1,16.0,3.0,1.0,0.0,0.0,2.0,4.0,3.0,4,3,7.20496512746513
